time,algo,attack,efficacite,cout,robustesse,redondance,disparite,criticite
0,none,none,0.6584867724867589,18622,1.0,43.953131313131315,0.5240045765084848,0.0
0,FFD,none,0.6431052631578957,3648,0.8652631578947368,50.08105263157895,0.5507568665676458,32.0
0,FFD,none,0.6431052631578957,3648,0.8652631578947368,50.08105263157895,0.5507568665676458,32.0
1,none,none,0.6578638768638632,18634,1.0,43.247070707070705,0.5219067559147721,0.0
1,FFD,none,0.6566240601503773,3602,0.8126315789473684,58.10842105263158,0.5176029141610241,33.0
1,FFD,none,0.6566240601503773,3602,0.8126315789473684,58.10842105263158,0.5176029141610241,33.0
2,none,none,0.6577628667628532,18636,1.0,43.47838383838384,0.5270548233748474,0.0
2,FFD,none,0.6560977443609036,3604,0.8126315789473684,58.44631578947369,0.5226911456274366,33.0
2,FFD,none,0.6560977443609036,3604,0.8126315789473684,58.44631578947369,0.5226911456274366,33.0
3,none,none,0.6579985569985433,18630,1.0,43.82707070707071,0.530050196613697,0.0
3,FFD,none,0.6573258145363423,3598,0.8126315789473684,58.69052631578948,0.5238173464415239,33.0
3,FFD,none,0.6573258145363423,3598,0.8126315789473684,58.69052631578948,0.5238173464415239,33.0
4,none,none,0.6583857623857486,18620,1.0,46.14060606060606,0.5326921715478663,0.0
4,FFD,none,0.6576766917293249,3598,0.8126315789473684,62.02,0.5260802850858558,33.0
4,FFD,none,0.6576766917293249,3598,0.8126315789473684,62.02,0.5260802850858558,33.0
5,none,none,0.658668590668577,18626,1.0,55.70484848484848,0.5286506946985471,0.0
5,FFD,none,0.657992481203009,3600,0.8126315789473684,78.99052631578947,0.5274817812607293,31.0
5,FFD,none,0.657992481203009,3600,0.8126315789473684,78.99052631578947,0.5274817812607293,31.0
6,none,none,0.6583823953823817,18658,1.0,52.279191919191916,0.5246555215475873,0.0
6,FFD,none,0.6576416040100267,3608,0.8126315789473684,71.9621052631579,0.5213068318417584,30.0
6,FFD,none,0.6576416040100267,3608,0.8126315789473684,71.9621052631579,0.5213068318417584,30.0
7,none,none,0.6578773448773314,18676,1.0,52.052727272727275,0.5252607803338404,0.0
7,FFD,none,0.6581679197995004,3606,0.8126315789473684,71.07263157894737,0.5201306658225652,30.0
7,FFD,none,0.6581679197995004,3606,0.8126315789473684,71.07263157894737,0.5201306658225652,30.0
8,none,none,0.6584665704665571,18624,1.0,41.19070707070707,0.530987198362933,0.0
8,FFD,none,0.6600275689223079,3588,0.8126315789473684,43.810526315789474,0.5220915995415187,31.0
8,FFD,none,0.6600275689223079,3588,0.8126315789473684,43.810526315789474,0.5220915995415187,31.0
9,none,none,0.6588807118806985,18608,1.0,43.468080808080806,0.5356284099781516,0.0
9,FFD,none,0.6609047619047639,3578,0.8126315789473684,43.666315789473686,0.5219806388191136,30.0
9,FFD,none,0.6609047619047639,3578,0.8126315789473684,43.666315789473686,0.5219806388191136,30.0
10,none,none,0.659503607503594,18576,1.0,44.518787878787876,0.5457120526451431,0.0
10,FFD,none,0.6615187969924834,3568,0.8126315789473684,44.42421052631579,0.5350288088469726,29.0
10,FFD,none,0.6615187969924834,3568,0.8126315789473684,44.42421052631579,0.5350288088469726,29.0
11,none,none,0.6587864357864223,18602,1.0,44.19070707070707,0.5424644980010492,0.0
11,FFD,none,0.6602030075187992,3576,0.8126315789473684,43.81473684210526,0.5352510996953301,28.0
11,FFD,none,0.6602030075187992,3576,0.8126315789473684,43.81473684210526,0.5352510996953301,28.0
12,none,none,0.6579514189514056,18634,1.0,46.21191919191919,0.5404665418359064,0.0
12,FFD,none,0.6589749373433605,3582,0.8126315789473684,43.27684210526316,0.5336844427861187,27.0
12,FFD,none,0.6589749373433605,3582,0.8126315789473684,43.27684210526316,0.5336844427861187,27.0
13,none,none,0.6581871091870957,18632,1.0,46.46343434343434,0.5370830705084123,0.0
13,FFD,none,0.6598521303258166,3580,0.8126315789473684,43.88842105263158,0.5355925041517705,27.0
13,FFD,none,0.6598521303258166,3580,0.8126315789473684,43.88842105263158,0.5355925041517705,27.0
14,none,none,0.6575776815776679,18666,1.0,47.09171717171717,0.5316197432040775,0.0
14,FFD,none,0.6597293233082727,3580,0.8126315789473684,40.91894736842105,0.5249527107517966,27.0
14,FFD,none,0.6597293233082727,3580,0.8126315789473684,40.91894736842105,0.5249527107517966,27.0
15,none,none,0.6578807118806983,18656,1.0,46.59232323232323,0.5315042505845006,0.0
15,FFD,none,0.6593784461152903,3580,0.8126315789473684,39.66315789473684,0.5244492172559094,30.0
15,FFD,none,0.6593784461152903,3580,0.8126315789473684,39.66315789473684,0.5244492172559094,30.0
16,none,none,0.6581534391534255,18642,1.0,45.404242424242426,0.5216857995535567,0.0
16,FFD,none,0.6594661654135361,3578,0.8126315789473684,39.48421052631579,0.5134816487152852,30.0
16,FFD,none,0.6594661654135361,3578,0.8126315789473684,39.48421052631579,0.5134816487152852,30.0
17,none,none,0.6588302068301933,18616,1.0,45.16161616161616,0.522629026674124,0.0
17,FFD,none,0.6604310776942377,3574,0.8126315789473684,40.27894736842105,0.5164384682471291,30.0
17,FFD,none,0.6604310776942377,3574,0.8126315789473684,40.27894736842105,0.5164384682471291,30.0
18,none,none,0.6591938431938299,18598,1.0,43.84969696969697,0.528947644390608,0.0
18,FFD,none,0.6614837092731852,3570,0.8126315789473684,40.80842105263158,0.5255343171538479,29.0
18,FFD,none,0.6614837092731852,3570,0.8126315789473684,40.80842105263158,0.5255343171538479,29.0
19,none,none,0.6595810485810352,18586,1.0,43.83010101010101,0.5295314163217087,0.0
19,FFD,none,0.6620100250626588,3568,0.8126315789473684,40.89368421052632,0.5247950367801214,30.0
19,FFD,none,0.6620100250626588,3568,0.8126315789473684,40.89368421052632,0.5247950367801214,30.0
20,none,none,0.6592443482443348,18594,1.0,43.55373737373738,0.5370217028996328,0.0
20,FFD,none,0.6607819548872204,3574,0.8126315789473684,40.676842105263155,0.533010230256273,30.0
20,FFD,none,0.6607819548872204,3574,0.8126315789473684,40.676842105263155,0.533010230256273,30.0
21,none,none,0.6588066378066243,18604,1.0,43.176161616161615,0.533334315691829,0.0
21,FFD,none,0.6592030075187992,3580,0.728421052631579,40.00526315789474,0.5312627468115727,25.0
21,FFD,none,0.6592030075187992,3580,0.728421052631579,40.00526315789474,0.5312627468115727,25.0
22,none,none,0.6583251563251428,18628,1.0,42.526464646464646,0.5331707014322983,0.0
22,FFD,none,0.6586766917293255,3582,0.728421052631579,38.811578947368425,0.5323145061223727,24.0
22,FFD,none,0.6586766917293255,3582,0.728421052631579,38.811578947368425,0.5323145061223727,24.0
23,none,none,0.6577628667628534,18678,1.0,53.6169696969697,0.5302772325379335,0.0
23,FFD,none,0.6564837092731851,3600,0.728421052631579,64.78421052631579,0.5316409266389377,24.0
23,FFD,none,0.6564837092731851,3600,0.728421052631579,64.78421052631579,0.5316409266389377,24.0
24,none,none,0.6575608465608331,18686,1.0,57.00929292929293,0.522407041854519,0.0
24,FFD,none,0.6550802005012554,3608,0.728421052631579,70.17684210526316,0.5198542111843059,25.0
24,FFD,none,0.6550802005012554,3608,0.728421052631579,70.17684210526316,0.5198542111843059,25.0
25,none,none,0.657426166426153,18696,1.0,56.43272727272727,0.5240972239021436,0.0
25,FFD,none,0.6559573934837115,3606,0.728421052631579,69.64421052631579,0.5189903080694931,23.0
25,FFD,none,0.6559573934837115,3606,0.728421052631579,69.64421052631579,0.5189903080694931,23.0
26,none,none,0.6571467051466916,18712,1.0,48.61555555555555,0.5187213663305733,0.0
26,FFD,none,0.6561328320802028,3608,0.728421052631579,52.16,0.5167435497936707,23.0
26,FFD,none,0.6561328320802028,3608,0.728421052631579,52.16,0.5167435497936707,23.0
27,none,none,0.6572073112072978,18708,1.0,46.14060606060606,0.5171481226523109,0.0
27,FFD,none,0.6562205513784486,3606,0.728421052631579,52.72,0.513062900218512,25.0
27,FFD,none,0.6562205513784486,3606,0.728421052631579,52.72,0.513062900218512,25.0
28,none,none,0.6568706108705974,18720,1.0,46.16868686868687,0.5130144637258954,0.0
28,FFD,none,0.6561328320802028,3608,0.728421052631579,54.625263157894736,0.5094947843520168,25.0
28,FFD,none,0.6561328320802028,3608,0.728421052631579,54.625263157894736,0.5094947843520168,25.0
29,none,none,0.6565170755170622,18718,1.0,44.76464646464647,0.5093736930528937,0.0
29,FFD,none,0.6562205513784486,3606,0.728421052631579,53.437894736842104,0.5064237230448346,23.0
29,FFD,none,0.6562205513784486,3606,0.728421052631579,53.437894736842104,0.5064237230448346,23.0
30,none,none,0.6565844155844024,18712,1.0,44.32666666666667,0.5170907285710569,0.0
30,FFD,none,0.6551679197995012,3610,0.728421052631579,53.51263157894737,0.5134727522118605,24.0
30,FFD,none,0.6551679197995012,3610,0.728421052631579,53.51263157894737,0.5134727522118605,24.0
31,none,none,0.6564632034631902,18692,1.0,40.44444444444444,0.5163848358520331,0.0
31,FFD,none,0.6546065162907293,3608,0.728421052631579,43.59368421052631,0.5131486720892229,25.0
31,FFD,none,0.6546065162907293,3608,0.728421052631579,43.59368421052631,0.5131486720892229,25.0
32,none,none,0.6577931697931563,18622,1.0,40.17171717171717,0.5165306169736781,0.0
32,FFD,none,0.6553082706766941,3598,0.728421052631579,43.201052631578946,0.5189898486778642,25.0
32,FFD,none,0.6553082706766941,3598,0.728421052631579,43.201052631578946,0.5189898486778642,25.0
33,none,none,0.6574227994227863,18644,1.0,45.96606060606061,0.5224171468240926,0.0
33,FFD,none,0.6546065162907292,3602,0.728421052631579,48.66421052631579,0.5219689481159943,26.0
33,FFD,none,0.6546065162907292,3602,0.728421052631579,48.66421052631579,0.5219689481159943,26.0
34,none,none,0.657308321308308,18666,1.0,41.025858585858586,0.5216716548326145,0.0
34,FFD,none,0.6534135338345891,3610,0.728421052631579,38.94105263157895,0.5193560400111061,27.0
34,FFD,none,0.6534135338345891,3610,0.728421052631579,38.94105263157895,0.5193560400111061,27.0
35,none,none,0.6580658970658836,18638,1.0,40.53010101010101,0.5251492846075442,0.0
35,FFD,none,0.6544661654135364,3606,0.728421052631579,38.746315789473684,0.5238144326237225,26.0
35,FFD,none,0.6544661654135364,3606,0.728421052631579,38.746315789473684,0.5238144326237225,26.0
36,none,none,0.6582174122173987,18638,1.0,40.85151515151515,0.53030888810117,0.0
36,FFD,none,0.6546416040100278,3604,0.728421052631579,38.932631578947365,0.5299064021363724,26.0
36,FFD,none,0.6546416040100278,3604,0.728421052631579,38.932631578947365,0.5299064021363724,26.0
37,none,none,0.6583857623857489,18636,1.0,41.047474747474745,0.5494033691433973,0.0
37,FFD,none,0.6551679197995014,3602,0.728421052631579,39.002105263157894,0.5529492026837306,26.0
37,FFD,none,0.6551679197995014,3602,0.728421052631579,39.002105263157894,0.5529492026837306,26.0
38,none,none,0.6594733044732911,18588,1.0,40.922222222222224,0.5495154530537271,0.0
38,FFD,none,0.6562205513784488,3594,0.748421052631579,39.59368421052631,0.5528922611503396,27.0
38,FFD,none,0.6562205513784488,3594,0.748421052631579,39.59368421052631,0.5528922611503396,27.0
39,none,none,0.659422799422786,18588,1.0,40.842828282828286,0.5494664194159421,0.0
39,FFD,none,0.6555187969924838,3598,0.748421052631579,39.61157894736842,0.5501272711634356,27.0
39,FFD,none,0.6555187969924838,3598,0.748421052631579,39.61157894736842,0.5501272711634356,27.0
40,none,none,0.6594632034631901,18592,1.0,40.92666666666667,0.5522359843589392,0.0
40,FFD,none,0.6559924812030102,3598,0.748421052631579,40.148421052631576,0.5526187150537056,27.0
40,FFD,none,0.6559924812030102,3598,0.748421052631579,40.148421052631576,0.5526187150537056,27.0
41,none,none,0.6597325637325507,18576,1.0,42.44060606060606,0.553431428777954,0.0
41,FFD,none,0.6559924812030099,3596,0.748421052631579,46.48842105263158,0.5522913205149501,27.0
41,FFD,none,0.6559924812030099,3596,0.748421052631579,46.48842105263158,0.5522913205149501,27.0
42,none,none,0.6597931697931568,18570,1.0,41.0820202020202,0.5479249309890238,0.0
42,FFD,none,0.6570451127819573,3592,0.748421052631579,45.833684210526314,0.5478358367573775,26.0
42,FFD,none,0.6570451127819573,3592,0.748421052631579,45.833684210526314,0.5478358367573775,26.0
43,none,none,0.6601534391534265,18542,1.0,40.427070707070705,0.5540845837671821,0.0
43,FFD,none,0.6573082706766942,3588,0.748421052631579,45.565263157894734,0.5570095391671845,26.0
43,FFD,none,0.6573082706766942,3588,0.748421052631579,45.565263157894734,0.5570095391671845,26.0
44,none,none,0.6625137085136953,18374,1.0,37.79010101010101,0.5454483527290186,0.0
44,FFD,none,0.6596591478696765,3554,0.748421052631579,44.91789473684211,0.5436860289593811,26.0
44,FFD,none,0.6596591478696765,3554,0.748421052631579,44.91789473684211,0.5436860289593811,26.0
45,none,none,0.6627493987493853,18368,1.0,38.20727272727273,0.5436763950910383,0.0
45,FFD,none,0.6595714285714308,3554,0.748421052631579,43.73263157894737,0.5403210751124377,25.0
45,FFD,none,0.6595714285714308,3554,0.748421052631579,43.73263157894737,0.5403210751124377,25.0
